category	subcategory	disease	term
O25	O25X	DESNUTRICIÓN EN EL EMBARAZO	Canonical
O26	O26	ATENCIÓN A LA MADRE POR OTRAS COMPLICACIONES PRINCIPALMENTE RELACIONADAS CON EL EMBARAZO	Canonical
O26	O260	AUMENTO EXCESIVO DE PESO EN EL EMBARAZO	Canonical
O26	O261	AUMENTO PEQUEÑO DE PESO EN EL EMBARAZO	Canonical
O26	O262	ATENCIÓN DEL EMBARAZO EN UNA ABORTADORA HABITUAL	Canonical
O26	O263	RETENCIÓN DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO EN EL EMBARAZO	Canonical
O26	O264	HERPES GESTACIONAL	Canonical
O26	O265	SÍNDROME DE HIPOTENSIÓN MATERNA	Canonical
O26	O266	TRASTORNOS DEL HÍGADO EN EL EMBARAZO, EL PARTO Y EL PUERPERIO	Canonical
O26	O267	SUBLUXACIÓN DE LA SÍNFISIS (DEL PUBIS) EN EL EMBARAZO, EL PARTO Y EL PUERPERIO	Canonical
O26	O268	OTRAS COMPLICACIONES ESPECIFICADAS RELACIONADAS CON EL EMBARAZO	Canonical
O26	O269	COMPLICACIÓN RELACIONADA CON EL EMBARAZO, NO ESPECIFICADA	Canonical
O28	O28	HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O280	HALLAZGO HEMATOLÓGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O281	HALLAZGO BIOQUÍMICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O282	HALLAZGO CITOLÓGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O283	HALLAZGO ULTRASÓNICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O284	HALLAZGO RADIOLÓGICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O285	HALLAZGO CROMOSÓMICO O GENÉTICO ANORMAL EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O288	OTROS HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O28	O289	HALLAZGO ANORMAL NO ESPECIFICADO EN EL EXAMEN PRENATAL DE LA MADRE	Canonical
O29	O29	COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O290	COMPLICACIONES PULMONARES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O291	COMPLICACIONES CARDÍACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O292	COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O293	REACCIÓN TÓXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O294	CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO	Canonical
O29	O295	OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL EMBARAZO	Canonical
O29	O296	FALLA O DIFICULTAD EN LA INTUBACIÓN DURANTE EL EMBARAZO	Canonical
O29	O298	OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O29	O299	COMPLICACIÓN NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL EMBARAZO	Canonical
O30	O30	EMBARAZO MÚLTIPLE	Canonical
O30	O300	EMBARAZO DOBLE	Canonical
O30	O301	EMBARAZO TRIPLE	Canonical
O30	O302	EMBARAZO CUÁDRUPLE	Canonical
O30	O308	OTROS EMBARAZOS MÚLTIPLES	Canonical
O30	O309	EMBARAZO MÚLTIPLE, NO ESPECIFICADO	Canonical
O31	O31	COMPLICACIONES ESPECÍFICAS DEL EMBARAZO MÚLTIPLE	Canonical
O31	O310	FETO PAPIRÁCEO	Canonical
O31	O311	EMBARAZO QUE CONTINÚA DESPUÉS DEL ABORTO DE UN FETO O MÁS	Canonical
O31	O312	EMBARAZO QUE CONTINÚA DESPUÉS DE LA MUERTE INTRAUTERINA DE UN FETO O MÁS	Canonical
O31	O318	OTRAS COMPLICACIONES ESPECÍFICAS DEL EMBARAZO MÚLTIPLE	Canonical
O32	O32	ATENCIÓN MATERNA POR PRESENTACIÓN ANORMAL DEL FETO, CONOCIDA O PRESUNTA	Canonical
O32	O320	ATENCIÓN MATERNA POR POSICIÓN FETAL INESTABLE	Canonical
O32	O321	ATENCIÓN MATERNA POR PRESENTACIÓN DE NALGAS	Canonical
O32	O322	ATENCIÓN MATERNA POR POSICIÓN FETAL OBLICUA O TRANSVERSA	Canonical
O32	O323	ATENCIÓN MATERNA POR PRESENTACIÓN DE CARA, DE FRENTE O DE MENTÓN	Canonical
O32	O324	ATENCIÓN MATERNA POR CABEZA ALTA EN GESTACIÓN A TÉRMINO	Canonical
O32	O325	ATENCIÓN MATERNA POR EMBARAZO MÚLTIPLE CON PRESENTACIÓN ANORMAL DE UN FETO O MÁS	Canonical
O32	O326	ATENCIÓN MATERNA POR PRESENTACIÓN COMPUESTA	Canonical
O32	O328	ATENCIÓN MATERNA POR OTRAS PRESENTACIONES ANORMALES DEL FETO	Canonical
O32	O329	ATENCIÓN MATERNA POR PRESENTACIÓN ANORMAL NO ESPECIFICADA DEL FETO	Canonical
O33	O33	ATENCIÓN MATERNA POR DESPROPORCIÓN CONOCIDA O PRESUNTA	Canonical
O33	O330	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A DEFORMIDAD DE LA PELVIS ÓSEA EN LA MADRE	Canonical
O33	O331	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A ESTRECHEZ GENERAL DE LA PELVIS	Canonical
O33	O332	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A DISMINUCIÓN DEL ESTRECHO SUPERIOR DE LA PELVIS	Canonical
O33	O333	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A DISMINUCIÓN DEL ESTRECHO INFERIOR DE LA PELVIS	Canonical
O33	O334	ATENCIÓN MATERNA POR DESPROPORCIÓN FETOPELVIANA DE ORIGEN MIXTO, MATERNO Y FETAL	Canonical
O33	O335	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A FETO DEMASIADO GRANDE	Canonical
O33	O336	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A FETO HIDROCEFÁLICO	Canonical
O33	O337	ATENCIÓN MATERNA POR DESPROPORCIÓN DEBIDA A OTRA DEFORMIDAD FETAL	Canonical
O33	O338	ATENCIÓN MATERNA POR DESPROPORCIÓN DE OTRO ORIGEN	Canonical
O33	O339	ATENCIÓN MATERNA POR DESPROPORCIÓN DE ORIGEN NO ESPECIFICADO	Canonical
O34	O34	ATENCIÓN MATERNA POR ANORMALIDADES CONOCIDAS O PRESUNTAS DE LOS ÓRGANOS PELVIANOS DE LA MADRE	Canonical
O34	O340	ATENCIÓN MATERNA POR ANOMALÍA CONGÉNITA DEL ÚTERO	Canonical
O34	O341	ATENCIÓN MATERNA POR TUMOR DEL CUERPO DEL ÚTERO	Canonical
O34	O342	ATENCIÓN MATERNA POR CICATRIZ UTERINA DEBIDA A CIRUGÍA PREVIA	Canonical
O34	O343	ATENCIÓN MATERNA POR INCOMPETENCIA DEL CUELLO UTERINO	Canonical
O34	O344	ATENCIÓN MATERNA POR OTRA ANORMALIDAD DEL CUELLO UTERINO	Canonical
O34	O345	ATENCIÓN MATERNA POR OTRAS ANORMALIDADES DEL ÚTERO GRÁVIDO	Canonical
O34	O346	ATENCIÓN MATERNA POR ANORMALIDAD DE LA VAGINA	Canonical
O34	O347	ATENCIÓN MATERNA POR ANORMALIDAD DE LA VULVA Y DEL PERINEO	Canonical
O34	O348	ATENCIÓN MATERNA POR OTRAS ANORMALIDADES DE LOS ÓRGANOS PELVIANOS	Canonical
O34	O349	ATENCIÓN MATERNA POR ANORMALIDAD NO ESPECIFICADA DE ÓRGANO PELVIANO	Canonical
O35	O35	ATENCIÓN MATERNA POR ANORMALIDAD O LESIÓN FETAL, CONOCIDA O PRESUNTA	Canonical
O35	O350	ATENCIÓN MATERNA POR (PRESUNTA) MALFORMACIÓN DEL SISTEMA NERVIOSO CENTRAL EN EL FETO	Canonical
O35	O351	ATENCIÓN MATERNA POR (PRESUNTA) ANORMALIDAD CROMOSÓMICA EN EL FETO	Canonical
O35	O352	ATENCIÓN MATERNA POR (PRESUNTA) ENFERMEDAD HEREDITARIA EN EL FETO	Canonical
O35	O353	ATENCIÓN MATERNA POR (PRESUNTA) LESIÓN FETAL DEBIDA A ENFERMEDAD VÍRICA EN LA MADRE	Canonical
O35	O354	ATENCIÓN MATERNA POR (PRESUNTA) LESIÓN AL FETO DEBIDA AL ALCOHOL	Canonical
O35	O355	ATENCIÓN MATERNA POR (PRESUNTA) LESIÓN FETAL DEBIDA A DROGAS	Canonical
O35	O356	ATENCIÓN MATERNA POR (PRESUNTA) LESIÓN AL FETO DEBIDA A RADIACIÓN	Canonical
O35	O357	ATENCIÓN MATERNA POR (PRESUNTA) LESIÓN FETAL DEBIDA A OTROS PROCEDIMIENTOS MÉDICOS	Canonical
O35	O358	ATENCIÓN MATERNA POR OTRAS (PRESUNTAS) ANORMALIDADES Y LESIONES FETALES	Canonical
O35	O359	ATENCIÓN MATERNA POR (PRESUNTA) ANORMALIDAD Y LESIÓN FETAL NO ESPECIFICADA	Canonical
O36	O36	ATENCIÓN MATERNA POR OTROS PROBLEMAS FETALES CONOCIDOS O PRESUNTOS	Canonical
O36	O360	ATENCIÓN MATERNA POR ISOINMUNIZACIÓN RHESUS	Canonical
O36	O361	ATENCIÓN MATERNA POR OTRA ISOINMUNIZACIÓN	Canonical
O36	O362	ATENCIÓN MATERNA POR HIDROPESÍA FETAL	Canonical
O36	O363	ATENCIÓN MATERNA POR SIGNOS DE HIPOXIA FETAL	Canonical
O36	O364	ATENCIÓN MATERNA POR MUERTE INTRAUTERINA	Canonical
O36	O365	ATENCIÓN MATERNA POR DÉFICIT DEL CRECIMIENTO FETAL	Canonical
O36	O366	ATENCIÓN MATERNA POR CRECIMIENTO FETAL EXCESIVO	Canonical
O36	O367	ATENCIÓN MATERNA POR FETO VIABLE EN EMBARAZO ABDOMINAL	Canonical
O36	O368	ATENCIÓN MATERNA POR OTROS PROBLEMAS FETALES ESPECIFICADOS	Canonical
O36	O369	ATENCIÓN MATERNA POR PROBLEMAS FETALES NO ESPECIFICADOS	Canonical
O40	O40X	POLIHIDRAMNIOS	Canonical
O41	O41	OTROS TRASTORNOS DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS	Canonical
O41	O410	OLIGOHIDRAMNIOS	Canonical
O41	O411	INFECCIÓN DE LA BOLSA AMNIÓTICA O DE LAS MEMBRANAS	Canonical
O41	O418	OTROS TRASTORNOS ESPECIFICADOS DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS	Canonical
O41	O419	TRASTORNO DEL LÍQUIDO AMNIÓTICO Y DE LAS MEMBRANAS, NO ESPECIFICADO	Canonical
O42	O42	RUPTURA PREMATURA DE LAS MEMBRANAS	Canonical
O42	O420	RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DENTRO DE LAS 24 HORAS	Canonical
O42	O421	RUPTURA PREMATURA DE LAS MEMBRANAS, E INICIO DEL TRABAJO DE PARTO DESPUÉS DE LAS 24 HORAS	Canonical
O42	O422	RUPTURA PREMATURA DE LAS MEMBRANAS, TRABAJO DE PARTO RETRASADO POR LA TERAPÉUTICA	Canonical
O42	O429	RUPTURA PREMATURA DE LAS MEMBRANAS, SIN OTRA ESPECIFICACIÓN	Canonical
O43	O43	TRASTORNOS PLACENTARIOS	Canonical
O43	O430	SÍNDROME DE TRANSFUSIÓN PLACENTARIA	Canonical
O43	O431	MALFORMACIÓN DE LA PLACENTA	Canonical
O43	O432	PLACENTA ANORMALMENTE ADHERIDA	Canonical
O43	O438	OTROS TRASTORNOS PLACENTARIOS	Canonical
O43	O439	TRASTORNO DE LA PLACENTA, NO ESPECIFICADO	Canonical
O44	O44	PLACENTA PREVIA	Canonical
O44	O440	PLACENTA PREVIA CON ESPECIFICACIÓN DE QUE NO HUBO HEMORRAGIA	Canonical
O44	O441	PLACENTA PREVIA CON HEMORRAGIA	Canonical
O45	O45	DESPRENDIMIENTO PREMATURO DE LA PLACENTA [ABRUPTIO PLACENTAE]	Canonical
O45	O450	DESPRENDIMIENTO PREMATURO DE LA PLACENTA CON DEFECTO DE LA COAGULACIÓN	Canonical
O45	O458	OTROS DESPRENDIMIENTOS PREMATUROS DE LA PLACENTA	Canonical
O45	O459	DESPRENDIMIENTO PREMATURO DE LA PLACENTA, SIN OTRA ESPECIFICACIÓN	Canonical
O46	O46	HEMORRAGIA ANTEPARTO, NO CLASIFICADA EN OTRA PARTE	Canonical
O46	O460	HEMORRAGIA ANTEPARTO CON DEFECTO DE LA COAGULACIÓN	Canonical
O46	O468	OTRAS HEMORRAGIAS ANTEPARTO	Canonical
O46	O469	HEMORRAGIA ANTEPARTO, NO ESPECIFICADA	Canonical
O47	O47	FALSO TRABAJO DE PARTO	Canonical
O47	O470	FALSO TRABAJO DE PARTO ANTES DE LAS 37 SEMANAS COMPLETAS DE GESTACIÓN	Canonical
O47	O471	FALSO TRABAJO DE PARTO A LAS 37 Y MÁS SEMANAS COMPLETAS DE GESTACIÓN	Canonical
O47	O479	FALSO TRABAJO DE PARTO, SIN OTRA ESPECIFICACIÓN	Canonical
O48	O48X	EMBARAZO PROLONGADO	Canonical
O60	O60	TRABAJO DE PARTO PREMATURO Y PARTO	Canonical
O60	O600	TRABAJO DE PARTO PREMATURO SIN PARTO	Canonical
O60	O601	TRABAJO DE PARTO PREMATURO ESPONTÁNEO CON PARTO PREMATURO	Canonical
O60	O602	TRABAJO DE PARTO PREMATURO ESPONTÁNEO CON PARTO A TÉRMINO	Canonical
O60	O603	PARTO PREMATURO SIN TRABAJO DE PARTO ESPONTÁNEO	Canonical
O60	O60X	PARTO PREMATURO	Canonical
O61	O61	FRACASO DE LA INDUCCIÓN DEL TRABAJO DE PARTO	Canonical
O61	O610	FRACASO DE LA INDUCCIÓN MÉDICA DEL TRABAJO DE PARTO	Canonical
O61	O611	FRACASO DE LA INDUCCIÓN INSTRUMENTAL DEL TRABAJO DE PARTO	Canonical
O61	O618	OTROS FRACASOS DE LA INDUCCIÓN DEL TRABAJO DE PARTO	Canonical
O61	O619	FRACASO NO ESPECIFICADO DE LA INDUCCIÓN DEL TRABAJO DE PARTO	Canonical
O62	O62	ANORMALIDADES DE LA DINÁMICA DEL TRABAJO DE PARTO	Canonical
O62	O620	CONTRACCIONES PRIMARIAS INADECUADAS	Canonical
O62	O621	INERCIA UTERINA SECUNDARIA	Canonical
O62	O622	OTRAS INERCIAS UTERINAS	Canonical
O62	O623	TRABAJO DE PARTO PRECIPITADO	Canonical
O62	O624	CONTRACCIONES UTERINAS HIPERTÓNICAS, INCOORDINADAS Y PROLONGADAS	Canonical
O62	O628	OTRAS ANOMALÍAS DINÁMICAS DEL TRABAJO DE PARTO	Canonical
O62	O629	ANOMALÍA DINÁMICA DEL TRABAJO DE PARTO, NO ESPECIFICADA	Canonical
O63	O63	TRABAJO DE PARTO PROLONGADO	Canonical
O63	O630	PROLONGACIÓN DEL PRIMER PERÍODO (DEL TRABAJO DE PARTO)	Canonical
O63	O631	PROLONGACIÓN DEL SEGUNDO PERÍODO (DEL TRABAJO DE PARTO)	Canonical
O63	O632	RETRASO DE LA EXPULSIÓN DEL SEGUNDO GEMELO, DEL TERCERO, ETC.	Canonical
O63	O639	TRABAJO DE PARTO PROLONGADO, NO ESPECIFICADO	Canonical
O64	O64	TRABAJO DE PARTO OBSTRUIDO DEBIDO A MALA POSICIÓN Y PRESENTACIÓN ANORMAL DEL FETO	Canonical
O64	O640	TRABAJO DE PARTO OBSTRUIDO DEBIDO A ROTACIÓN INCOMPLETA DE LA CABEZA FETAL	Canonical
O64	O641	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN DE NALGAS	Canonical
O64	O642	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN DE CARA	Canonical
O64	O643	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN DE FRENTE	Canonical
O64	O644	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN DE HOMBRO	Canonical
O64	O645	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN COMPUESTA	Canonical
O64	O648	TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS PRESENTACIONES ANORMALES DEL FETO	Canonical
O64	O649	TRABAJO DE PARTO OBSTRUIDO DEBIDO A PRESENTACIÓN ANORMAL DEL FETO NO ESPECIFICADA	Canonical
O65	O65	TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANORMALIDAD DE LA PELVIS MATERNA	Canonical
O65	O650	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DEFORMIDAD DE LA PELVIS	Canonical
O65	O651	TRABAJO DE PARTO OBSTRUIDO DEBIDO A ESTRECHEZ GENERAL DE LA PELVIS	Canonical
O65	O652	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISMINUCIÓN DEL ESTRECHO SUPERIOR DE LA PELVIS	Canonical
O65	O653	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISMINUCIÓN DEL ESTRECHO INFERIOR DE LA PELVIS	Canonical
O65	O654	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DESPROPORCIÓN FETOPELVIANA, SIN OTRA ESPECIFICACIÓN	Canonical
O65	O655	TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANOMALÍAS DE LOS ÓRGANOS PELVIANOS MATERNOS	Canonical
O65	O658	TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS ANOMALÍAS PELVIANAS MATERNAS	Canonical
O65	O659	TRABAJO DE PARTO OBSTRUIDO DEBIDO A ANOMALÍA PELVIANA NO ESPECIFICADA	Canonical
O66	O66	OTRAS OBSTRUCCIONES DEL TRABAJO DE PARTO	Canonical
O66	O660	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA DE HOMBROS	Canonical
O66	O661	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA GEMELAR	Canonical
O66	O662	TRABAJO DE PARTO OBSTRUIDO DEBIDO A DISTOCIA POR FETO INUSUALMENTE GRANDE	Canonical
O66	O663	TRABAJO DE PARTO OBSTRUIDO DEBIDO A OTRAS ANORMALIDADES DEL FETO	Canonical
O66	O664	FRACASO DE LA PRUEBA DEL TRABAJO DE PARTO, NO ESPECIFICADA	Canonical
O66	O665	FRACASO NO ESPECIFICADO DE LA APLICACIÓN DE FÓRCEPS O DE VENTOSA EXTRACTORA	Canonical
O66	O668	OTRAS OBSTRUCCIONES ESPECIFICADAS DEL TRABAJO DE PARTO	Canonical
O66	O669	TRABAJO DE PARTO OBSTRUIDO, SIN OTRA ESPECIFICACIÓN	Canonical
O67	O67	TRABAJO DE PARTO Y PARTO COMPLICADOS POR HEMORRAGIA INTRAPARTO, NO CLASIFICADOS EN OTRA PARTE	Canonical
O67	O670	HEMORRAGIA INTRAPARTO CON DEFECTOS DE LA COAGULACIÓN	Canonical
O67	O678	OTRAS HEMORRAGIAS INTRAPARTO	Canonical
O67	O679	HEMORRAGIA INTRAPARTO, NO ESPECIFICADA	Canonical
O68	O68	TRABAJO DE PARTO Y PARTO COMPLICADOS POR SUFRIMIENTO FETAL	Canonical
O68	O680	TRABAJO DE PARTO Y PARTO COMPLICADOS POR ANOMALÍA DE LA FRECUENCIA CARDÍACA FETAL	Canonical
O68	O681	TRABAJO DE PARTO Y PARTO COMPLICADOS POR LA PRESENCIA DE MECONIO EN EL LÍQUIDO AMNIÓTICO	Canonical
O68	O682	TRABAJO DE PARTO Y PARTO COMPLICADOS POR ANOMALÍA DE LA FRECUENCIA CARDÍACA FETAL ASOCIADA CON PRESENCIA DE MECONIO EN EL LÍQUIDO AMNIÓTICO	Canonical
O68	O683	TRABAJO DE PARTO Y PARTO COMPLICADOS POR EVIDENCIA BIOQUÍMICA DE SUFRIMIENTO FETAL	Canonical
O68	O688	TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTRAS EVIDENCIAS DE SUFRIMIENTO FETAL	Canonical
O68	O689	TRABAJO DE PARTO Y PARTO COMPLICADOS POR SUFRIMIENTO FETAL, SIN OTRA ESPECIFICACIÓN	Canonical
O69	O69	TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROBLEMAS DEL CORDÓN UMBILICAL	Canonical
O69	O690	TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROLAPSO DEL CORDÓN UMBILICAL	Canonical
O69	O691	TRABAJO DE PARTO Y PARTO COMPLICADOS POR CIRCULAR PERICERVICAL DEL CORDÓN, CON COMPRESIÓN	Canonical
O69	O692	TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTROS ENREDOS DEL CORDÓN UMBLICAL CON COMPRESIÓN	Canonical
O69	O693	TRABAJO DE PARTO Y PARTO COMPLICADOS POR CORDÓN UMBILICAL CORTO	Canonical
O69	O694	TRABAJO DE PARTO Y PARTO COMPLICADOS POR VASA PREVIA	Canonical
O69	O695	TRABAJO DE PARTO Y PARTO COMPLICADOS POR LESIÓN VASCULAR DEL CORDÓN	Canonical
O69	O698	TRABAJO DE PARTO Y PARTO COMPLICADOS POR OTROS PROBLEMAS DEL CORDÓN UMBILICAL	Canonical
O69	O699	TRABAJO DE PARTO Y PARTO COMPLICADOS POR PROBLEMAS NO ESPECIFICADOS DEL CORDÓN UMBILICAL	Canonical
O70	O70	DESGARRO PERINEAL DURANTE EL PARTO	Canonical
O70	O700	DESGARRO PERINEAL DE PRIMER GRADO DURANTE EL PARTO	Canonical
O70	O701	DESGARRO PERINEAL DE SEGUNDO GRADO DURANTE EL PARTO	Canonical
O70	O702	DESGARRO PERINEAL DE TERCER GRADO DURANTE EL PARTO	Canonical
O70	O703	DESGARRO PERINEAL DE CUARTO GRADO DURANTE EL PARTO	Canonical
O70	O709	DESGARRO PERINEAL DURANTE EL PARTO, DE GRADO NO EPECIFICADO	Canonical
O71	O71	OTRO TRAUMA OBSTÉTRICO	Canonical
O71	O710	RUPTURA DEL ÚTERO ANTES DEL INICIO DEL TRABAJO DE PARTO	Canonical
O71	O711	RUPTURA DEL ÚTERO DURANTE EL TRABAJO DE PARTO	Canonical
O71	O712	INVERSIÓN DEL ÚTERO, POSTPARTO	Canonical
O71	O713	DESGARRO OBSTÉTRICO DEL CUELLO UTERINO	Canonical
O71	O714	DESGARRO VAGINAL OBSTÉTRICO ALTO	Canonical
O71	O715	OTROS TRAUMATISMOS OBSTÉTRICOS DE LOS ÓRGANOS PELVIANOS	Canonical
O71	O716	TRAUMATISMO OBSTÉTRICO DE LOS LIGAMENTOS Y ARTICULACIONES DE LA PELVIS	Canonical
O71	O717	HEMATOMA OBSTÉTRICO DE LA PELVIS	Canonical
O71	O718	OTROS TRAUMAS OBSTÉTRICOS ESPECIFICADOS	Canonical
O71	O719	TRAUMA OBSTÉTRICO, NO ESPECIFICADO	Canonical
O72	O72	HEMORRAGIA POSTPARTO	Canonical
O72	O720	HEMORRAGIA DEL TERCER PERÍODO DEL PARTO	Canonical
O72	O721	OTRAS HEMORRAGIAS POSTPARTO INMEDIATAS	Canonical
O72	O722	HEMORRAGIA POSTPARTO SECUNDARIA O TARDÍA	Canonical
O72	O723	DEFECTO DE LA COAGULACIÓN POSTPARTO	Canonical
O73	O73	RETENCIÓN DE LA PLACENTA O DE LAS MEMBRANAS, SIN HEMORRAGIA	Canonical
O73	O730	RETENCIÓN DE LA PLACENTA SIN HEMORRAGIA	Canonical
O73	O731	RETENCIÓN DE FRAGMENTOS DE LA PLACENTA O DE LAS MEMBRANAS, SIN HEMORRAGIA	Canonical
O74	O74	COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O740	NEUMONITIS POR ASPIRACIÓN DEBIDA A LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O741	OTRAS COMPLICACIONES PULMONARES DEBIDAS A LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O742	COMPLICACIONES CARDÍACAS DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O743	COMPLICACIONES DEL SISTEMA NERVIOSO CENTRAL POR LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O744	REACCIÓN TÓXICA A LA ANESTESIA LOCAL ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O745	CEFALALGIA INDUCIDA POR LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O746	OTRAS COMPLICACIONES DE LA ANESTESIA ESPINAL O EPIDURAL ADMINISTRADAS DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O747	FALLA O DIFICULTAD EN LA INTUBACIÓN DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O748	OTRAS COMPLICACIONES DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O74	O749	COMPLICACIÓN NO ESPECIFICADA DE LA ANESTESIA ADMINISTRADA DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O75	O75	OTRAS COMPLICACIONES DEL TRABAJO DE PARTO Y DEL PARTO, NO CLASIFICADAS EN OTRA PARTE	Canonical
O75	O750	SUFRIMIENTO MATERNO DURANTE EL TRABAJO DE PARTO Y EL PARTO	Canonical
O75	O751	CHOQUE DURANTE O DESPUÉS DEL TRABAJO DE PARTO Y EL PARTO	Canonical
O75	O752	PIREXIA DURANTE EL TRABAJO DE PARTO, NO CLASIFICADA EN OTRA PARTE	Canonical
O75	O753	OTRAS INFECCIONES DURANTE EL TRABAJO DE PARTO	Canonical
O75	O754	OTRAS COMPLICACIONES DE PROCEDIMIENTOS Y DE CIRUGÍA OBSTÉTRICA	Canonical
O75	O755	RETRASO DEL PARTO DESPUÉS DE LA RUPTURA ARTIFICIAL DE LAS MEMBRANAS	Canonical
O75	O756	RETRASO DEL PARTO DESPUÉS DE LA RUPTURA ESPONTÁNEA O NO ESPECIFICADA DE LAS MEMBRANAS	Canonical
O75	O757	PARTO VAGINAL POSTERIOR A UNA CESÁREA PREVIA	Canonical
O75	O758	OTRAS COMPLICACIONES ESPECIFICADAS DEL TRABAJO DE PARTO Y DEL PARTO	Canonical
O75	O759	COMPLICACIÓN NO ESPECIFICADA DEL TRABAJO DE PARTO Y DEL PARTO	Canonical
O80	O80	PARTO ÚNICO ESPONTÁNEO	Canonical
O80	O800	PARTO ÚNICO ESPONTÁNEO, PRESENTACIÓN CEFÁLICA DE VÉRTICE	Canonical
O80	O801	PARTO ÚNICO ESPONTÁNEO, PRESENTACIÓN DE NALGAS O PODÁLICA	Canonical
O80	O808	PARTO ÚNICO ESPONTÁNEO, OTRAS PRESENTACIONES	Canonical
O80	O809	PARTO ÚNICO ESPONTÁNEO, SIN OTRA ESPECIFICACIÓN	Canonical
O81	O81	PARTO ÚNICO CON FÓRCEPS Y VENTOSA EXTRACTORA	Canonical
