category	subcategory	disease	term
V50	V503	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V50	V504	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V50	V505	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V50	V506	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V50	V507	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V50	V509	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V51	V51	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL	Canonical
V51	V510	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V51	V511	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V51	V512	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V51	V513	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V51	V514	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V51	V515	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V51	V516	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V51	V517	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V51	V519	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V52	V52	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS	Canonical
V52	V520	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V52	V521	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V52	V522	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V52	V523	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V52	V524	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V52	V525	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V52	V526	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V52	V527	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V52	V529	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V53	V53	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA	Canonical
V53	V530	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V53	V531	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V53	V532	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V53	V533	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V53	V534	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V53	V535	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V53	V536	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V53	V537	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V53	V539	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON AUTOMÓVIL, CAMIONETA O FURGONETA, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V54	V54	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS	Canonical
V54	V540	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V54	V541	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V54	V542	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V54	V543	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V54	V544	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V54	V545	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V54	V546	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V54	V547	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V54	V549	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V55	V55	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES	Canonical
V55	V550	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V55	V551	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V55	V552	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V55	V553	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V55	V554	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V55	V555	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V55	V556	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V55	V557	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V55	V559	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V56	V56	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR	Canonical
V56	V56	Ocupante de camioneta o furgoneta lesionado por colisión con vehículo de tracción animal, animal montado, tranvía	Inclusion
V56	V560	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V56	V561	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V56	V562	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V56	V563	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V56	V564	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V56	V565	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V56	V566	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V56	V567	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V56	V569	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V57	V57	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN OBJETO FIJO O ESTACIONADO	Canonical
V57	V570	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V57	V571	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V57	V572	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V57	V573	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONANDO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V57	V574	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V57	V575	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V57	V576	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V57	V577	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V57	V579	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V58	V58	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN	Canonical
V58	V58	Ocupante de camioneta o furgoneta lesionado en accidente de vuelco SAI	Inclusion
V58	V58	Ocupante de camioneta o furgoneta lesionado en accidente de vuelco sin colisión	Inclusion
V58	V580	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V58	V581	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V58	V582	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V58	V583	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V58	V584	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V58	V585	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V58	V586	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V58	V587	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V58	V589	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V59	V59	OCUPANTE DE CAMIONETA O FURGONETA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS	Canonical
V59	V590	CONDUCTOR DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO	Canonical
V59	V591	PASAJERO DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO	Canonical
V59	V592	OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO	Canonical
V59	V592	Ocupante de camioneta o furgoneta lesionado por colisión SAI de camioneta o furgoneta, no de tránsito	Inclusion
V59	V593	OCUPANTE [CUALQUIERA] DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE NO DE TRÁNSITO, NO ESPECIFICADO	Canonical
V59	V593	Ocupante de camioneta o furgoneta lesionado en accidente de camioneta o furgoneta SAI, no de tránsito	Inclusion
V59	V593	Ocupante de camioneta o furgoneta lesionado en accidente SAI, no de tránsito	Inclusion
V59	V594	CONDUCTOR DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO	Canonical
V59	V595	PASAJERO DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO	Canonical
V59	V596	OCUPANTE NO ESPECIFICADO DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO	Canonical
V59	V596	Ocupante de camioneta o furgoneta lesionado por colisión SAI de camioneta o furgoneta (de tránsito)	Inclusion
V59	V598	OCUPANTE [CUALQUIERA] DE CAMIONETA O FURGONETA LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS	Canonical
V59	V598	Ocupante de camioneta o furgoneta atrapado por la puerta u otra parte de la camioneta o furgoneta	Inclusion
V59	V599	OCUPANTE [CUALQUIERA] DE CAMIONETA O FURGONETA LESIONADO EN ACCIDENTE DE TRÁNSITO NO ESPECIFICADO	Canonical
V59	V599	Ocupante de camioneta o furgoneta lesionado en accidente SAI de camioneta o furgoneta	Inclusion
V60	V60	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL	Canonical
V60	V600	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V60	V601	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V60	V602	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V60	V603	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V60	V604	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V60	V605	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V60	V606	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V60	V607	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V60	V609	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE TRANSPORTE PESADO, LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V61	V61	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL	Canonical
V61	V610	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V61	V611	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V61	V612	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO	Canonical
V61	V613	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO EN ACCIDENTE NO DE TRÁNSITO	Canonical
V61	V614	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO	Canonical
V61	V615	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V61	V616	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V61	V617	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO	Canonical
V61	V619	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO EN ACCIDENTE DE TRÁNSITO	Canonical
V62	V62	OCUPANTE DE VEHÍCULO DE TRANSPORTE PESADO LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS	Canonical
